pos	val_A	val_C	val_G	val_T
0	+0.007920	+0.006866	-0.016724	+0.001939
1	+0.012916	-0.007143	-0.007169	+0.001396
2	+0.028026	-0.020696	-0.017434	+0.010104
3	-0.008873	-0.000951	-0.005565	+0.015389
4	-0.000525	+0.000287	-0.007412	+0.007650
5	-0.001689	-0.001563	-0.010164	+0.013416
6	+0.007476	-0.011154	-0.012236	+0.015915
7	+0.012925	-0.015244	+0.002424	-0.000105
8	+0.013062	-0.023009	-0.022640	+0.032587
9	+0.023707	-0.019950	-0.018299	+0.014543
10	-0.005098	-0.007287	-0.013968	+0.026353
11	+0.000527	-0.007574	-0.013047	+0.020093
12	+0.002646	-0.016982	-0.016040	+0.030376
13	+0.011516	-0.002722	-0.003789	-0.005005
14	+0.001066	-0.001227	+0.005236	-0.005076
15	+0.018160	-0.010058	+0.004286	-0.012387
16	+0.030709	-0.038460	-0.013579	+0.021329
17	+0.076701	-0.076003	-0.032919	+0.032221
18	+0.075796	-0.108037	-0.043063	+0.075305
19	-0.024692	-0.088202	-0.127751	+0.240645
20	+0.020603	-0.157735	-0.098379	+0.235511
21	+0.054515	-0.041570	-0.151457	+0.138513
22	+0.263694	-0.086386	-0.054828	-0.122481
23	-0.063377	+0.067636	-0.131719	+0.127460
24	+0.055096	-0.095862	+0.161886	-0.121121
25	+0.043261	-0.107383	-0.182071	+0.246194
26	-0.059483	-0.071851	-0.105804	+0.237137
27	-0.038632	-0.106084	-0.118023	+0.262740
28	+0.100605	-0.091487	-0.098168	+0.089050
29	-0.112673	-0.101367	+0.192115	+0.021925
30	-0.149342	-0.002006	+0.065965	+0.085383
31	-0.067321	+0.020665	-0.026193	+0.072850
32	+0.000349	+0.036880	+0.017523	-0.054751
33	-0.034325	+0.037619	+0.008086	-0.011380
34	+0.005436	+0.000979	+0.017188	-0.023603
35	+0.040084	-0.002311	+0.018572	-0.056345
36	+0.014258	-0.012979	+0.001137	-0.002416
37	+0.028097	-0.019150	-0.040713	+0.031765
38	+0.032753	-0.017074	-0.027208	+0.011530
39	+0.001401	+0.016876	-0.011050	-0.007227
40	-0.011645	+0.008128	-0.003331	+0.006848
41	+0.009610	+0.011069	-0.005524	-0.015154
42	+0.026810	-0.002536	-0.012486	-0.011788
43	+0.028159	-0.037999	+0.035673	-0.025833
44	+0.000650	+0.019036	-0.057034	+0.037349
45	+0.089571	-0.109977	-0.070981	+0.091388
46	-0.018164	-0.068854	-0.060522	+0.147540
47	-0.028554	+0.013406	-0.083586	+0.098734
48	-0.004975	+0.013483	-0.005240	-0.003269
49	+0.027260	-0.008328	+0.019720	-0.038652
