pos	val_A	val_C	val_G	val_T
0	-0.004055	+0.004334	-0.002246	+0.001967
1	+0.011485	-0.004381	-0.010001	+0.002898
2	+0.012237	-0.007207	-0.011341	+0.006311
3	-0.002159	-0.010929	+0.008941	+0.004147
4	+0.007682	-0.009549	-0.000807	+0.002674
5	-0.005823	-0.002345	-0.000096	+0.008264
6	-0.001018	+0.003091	-0.018015	+0.015941
7	-0.007798	-0.012463	+0.007875	+0.012385
8	-0.003000	+0.003067	+0.001925	-0.001992
9	+0.007521	+0.007799	-0.012650	-0.002669
10	+0.025336	-0.032399	-0.012716	+0.019778
11	+0.003316	-0.018834	-0.003759	+0.019278
12	+0.001888	-0.016849	-0.016591	+0.031553
13	+0.004424	+0.007697	-0.031951	+0.019830
14	+0.015602	-0.006236	-0.041135	+0.031769
15	+0.022763	-0.024692	-0.006102	+0.008031
16	+0.077636	-0.066419	-0.022634	+0.011418
17	+0.095693	-0.101380	-0.043463	+0.049150
18	+0.105394	-0.136718	-0.095010	+0.126335
19	-0.087493	-0.043942	-0.134657	+0.266091
20	-0.023376	-0.081628	-0.102216	+0.207220
21	-0.028871	-0.092877	-0.012455	+0.134203
22	+0.158704	-0.073570	-0.166816	+0.081682
23	-0.070502	+0.008840	-0.047100	+0.108763
24	-0.048263	-0.148155	+0.128826	+0.067592
25	-0.132306	-0.098845	+0.066984	+0.164167
26	-0.006406	-0.100271	-0.141322	+0.247998
27	-0.133580	-0.073672	-0.044554	+0.251807
28	+0.033067	-0.148827	-0.068489	+0.184249
29	-0.050398	+0.064069	-0.079264	+0.065594
30	-0.131819	-0.060265	+0.071593	+0.120491
31	-0.029168	+0.001960	-0.063200	+0.090409
32	-0.004337	+0.032393	+0.003338	-0.031395
33	-0.070746	+0.068153	+0.008869	-0.006276
34	+0.006931	-0.006352	+0.031740	-0.032319
35	+0.060673	-0.001315	+0.048314	-0.107672
36	+0.034030	-0.034699	+0.017731	-0.017062
37	+0.045783	-0.046021	-0.047754	+0.047992
38	+0.039468	-0.031793	-0.022619	+0.014944
39	-0.027516	+0.027296	-0.021332	+0.021552
40	+0.006927	+0.008699	+0.011650	-0.027277
41	+0.014710	+0.020730	-0.009290	-0.026149
42	+0.045040	+0.006173	-0.037153	-0.014060
43	+0.043548	-0.055540	+0.048322	-0.036330
44	-0.009782	+0.012966	-0.024252	+0.021067
45	+0.028959	+0.009447	-0.132880	+0.094473
46	-0.034766	-0.100120	-0.067966	+0.202852
47	-0.066598	+0.017193	-0.102785	+0.152189
48	-0.018119	+0.062643	-0.023970	-0.020554
49	+0.070396	-0.056913	+0.056296	-0.069780
