pos	val_A	val_C	val_G	val_T
0	+0.002773	-0.004588	+0.002081	-0.000265
1	+0.009992	-0.017416	-0.005630	+0.013054
2	+0.017576	-0.014013	-0.029795	+0.026232
3	-0.002591	+0.009689	-0.010826	+0.003728
4	+0.005403	-0.002554	-0.006753	+0.003905
5	+0.012706	-0.009721	+0.003663	-0.006648
6	+0.020936	-0.017020	-0.004521	+0.000604
7	+0.005204	-0.009883	-0.005483	+0.010162
8	+0.008383	-0.011242	-0.010108	+0.012968
9	+0.004542	+0.000486	-0.012223	+0.007195
10	+0.016935	-0.019348	-0.008051	+0.010463
11	-0.015611	-0.004873	-0.004970	+0.025454
12	-0.001433	-0.004441	-0.012136	+0.018010
13	+0.003050	-0.000924	-0.007476	+0.005350
14	+0.024150	-0.001137	-0.019608	-0.003404
15	+0.027030	-0.006028	-0.012510	-0.008492
16	+0.045167	-0.051337	-0.010318	+0.016488
17	+0.092951	-0.100930	-0.025821	+0.033801
18	+0.090497	-0.124276	-0.080946	+0.114724
19	-0.061326	-0.048798	-0.128800	+0.238924
20	-0.035422	-0.063191	-0.139753	+0.238366
21	+0.056842	-0.116340	-0.089040	+0.148538
22	+0.220526	-0.098509	-0.046806	-0.075211
23	-0.090378	+0.058262	-0.114968	+0.147084
24	-0.028078	-0.090444	+0.154709	-0.036187
25	-0.033886	-0.099223	-0.109114	+0.242223
26	-0.169876	-0.097584	+0.022917	+0.244543
27	-0.142046	-0.061425	-0.018993	+0.222463
28	+0.042451	-0.049614	-0.101155	+0.108318
29	-0.122251	-0.024269	+0.038881	+0.107639
30	-0.117301	-0.057325	+0.096912	+0.077714
31	-0.052846	+0.009806	-0.040050	+0.083089
32	+0.007212	+0.041395	+0.029084	-0.077691
33	-0.064010	+0.049994	+0.028954	-0.014938
34	-0.006841	+0.009454	+0.040775	-0.043388
35	+0.054704	+0.005642	+0.040532	-0.100878
36	+0.020663	-0.026846	+0.014486	-0.008303
37	+0.051823	-0.030220	-0.024830	+0.003227
38	+0.029405	-0.014501	-0.031715	+0.016811
39	-0.021613	+0.026277	-0.016363	+0.011700
40	-0.001688	+0.005134	+0.009640	-0.013086
41	+0.001940	+0.011202	+0.014206	-0.027348
42	+0.030080	-0.010699	-0.013052	-0.006329
43	+0.050150	-0.059507	+0.063631	-0.054274
44	+0.016226	+0.017052	-0.059059	+0.025781
45	+0.085339	-0.164158	-0.045206	+0.124025
46	-0.035523	-0.043799	-0.108256	+0.187577
47	-0.018404	+0.009631	-0.132221	+0.140995
48	-0.014762	+0.030844	-0.004399	-0.011682
49	+0.046819	-0.023482	+0.038970	-0.062308
