pos	val_A	val_C	val_G	val_T
0	+0.014051	-0.013202	-0.026515	+0.025666
1	+0.029807	-0.012304	-0.028374	+0.010870
2	+0.014250	-0.018514	-0.003969	+0.008233
3	+0.003113	-0.004404	+0.000344	+0.000948
4	+0.006272	-0.005511	-0.005725	+0.004964
5	+0.000715	+0.001469	-0.002909	+0.000725
6	+0.013739	-0.028928	+0.006303	+0.008885
7	+0.004764	-0.023481	+0.016730	+0.001987
8	+0.013051	+0.008250	-0.030333	+0.009033
9	+0.018183	-0.013001	-0.017771	+0.012589
10	+0.003537	-0.009240	-0.017355	+0.023058
11	+0.006942	-0.007660	-0.017914	+0.018632
12	+0.011763	-0.014570	-0.023798	+0.026605
13	+0.006461	+0.006492	-0.015363	+0.002411
14	+0.003001	+0.002463	-0.004717	-0.000747
15	+0.028978	-0.015320	-0.014888	+0.001230
16	+0.047614	-0.025173	-0.005370	-0.017072
17	+0.069890	-0.071527	-0.030007	+0.031644
18	+0.059089	-0.099574	-0.043136	+0.083621
19	-0.024249	-0.106102	-0.119235	+0.249587
20	+0.011935	-0.110593	-0.125840	+0.224499
21	+0.053346	-0.047718	-0.145377	+0.139749
22	+0.259793	-0.132219	-0.070150	-0.057424
23	-0.037428	+0.072865	-0.154515	+0.119079
24	+0.071323	-0.151340	+0.177361	-0.097344
25	+0.045414	-0.097710	-0.202725	+0.255021
26	-0.048304	-0.096978	-0.088217	+0.233499
27	-0.087913	-0.115250	-0.058032	+0.261195
28	+0.101339	-0.082956	-0.098274	+0.079891
29	-0.110036	-0.100257	+0.193186	+0.017107
30	-0.150758	+0.008512	+0.064639	+0.077607
31	-0.064795	+0.021304	-0.028717	+0.072208
32	+0.001146	+0.033392	+0.014081	-0.048619
33	-0.040210	+0.047267	+0.000228	-0.007284
34	-0.010033	+0.006403	+0.021580	-0.017950
35	+0.034118	+0.004907	+0.016386	-0.055412
36	+0.007994	-0.010599	+0.003839	-0.001234
37	+0.027106	-0.036160	-0.025848	+0.034903
38	+0.017999	-0.003438	-0.014223	-0.000338
39	-0.010095	+0.011485	-0.005845	+0.004454
40	+0.005782	+0.002924	+0.007880	-0.016586
41	+0.001699	+0.012580	+0.001827	-0.016106
42	+0.024662	-0.013815	-0.004067	-0.006780
43	+0.033549	-0.028529	+0.047958	-0.052978
44	+0.022767	+0.016429	-0.053974	+0.014778
45	+0.084035	-0.111559	-0.061964	+0.089488
46	-0.006299	-0.044914	-0.085505	+0.136719
47	-0.007471	-0.007294	-0.081739	+0.096503
48	+0.001987	+0.022771	-0.023974	-0.000784
49	+0.014391	-0.014118	+0.017167	-0.017440
