pos	val_A	val_C	val_G	val_T
0	+0.005680	-0.000342	-0.002268	-0.003071
1	+0.001786	-0.014342	+0.007505	+0.005051
2	+0.011165	-0.010819	-0.003688	+0.003341
3	+0.012135	-0.006882	+0.001426	-0.006679
4	+0.003185	-0.010175	-0.002131	+0.009121
5	+0.002955	-0.016233	+0.002477	+0.010801
6	-0.000301	-0.001883	-0.010181	+0.012365
7	+0.010048	-0.015838	+0.011031	-0.005240
8	+0.007093	-0.003653	-0.007046	+0.003606
9	+0.008072	-0.005177	-0.011744	+0.008848
10	+0.012590	-0.017476	-0.009758	+0.014645
11	+0.004271	-0.011738	-0.023944	+0.031411
12	+0.002061	-0.018672	+0.000265	+0.016346
13	+0.008136	-0.000190	-0.022526	+0.014580
14	+0.001073	-0.007864	-0.019063	+0.025854
15	+0.028596	-0.006348	-0.015250	-0.006998
16	+0.050141	-0.039274	-0.010789	-0.000078
17	+0.106111	-0.066883	-0.089557	+0.050329
18	+0.077051	-0.124070	-0.058899	+0.105919
19	-0.066476	-0.133850	-0.045980	+0.246307
20	-0.069706	-0.163288	+0.005518	+0.227476
21	+0.054748	-0.124586	-0.090372	+0.160210
22	+0.226162	-0.125975	-0.075968	-0.024219
23	-0.083735	+0.064683	-0.120466	+0.139518
24	-0.000834	-0.090160	+0.151195	-0.060201
25	-0.042537	-0.113036	-0.037259	+0.192831
26	-0.083318	-0.071102	-0.071975	+0.226395
27	-0.138588	-0.026849	-0.110321	+0.275759
28	+0.051002	-0.063875	-0.085112	+0.097985
29	-0.111009	-0.040895	+0.034804	+0.117100
30	-0.123266	-0.057684	+0.093657	+0.087293
31	-0.064608	+0.006153	-0.029608	+0.088063
32	+0.020445	+0.037807	+0.030649	-0.088901
33	-0.051607	+0.053386	+0.016159	-0.017938
34	+0.010986	+0.000446	+0.034843	-0.046275
35	+0.048896	-0.002277	+0.047930	-0.094549
36	+0.022424	-0.026030	+0.014798	-0.011191
37	+0.056268	-0.044543	-0.046339	+0.034615
38	+0.031668	-0.028910	-0.020020	+0.017262
39	-0.018568	+0.023502	-0.019720	+0.014786
40	-0.002072	+0.007397	+0.006737	-0.012062
41	+0.006633	+0.010108	+0.008893	-0.025634
42	+0.037567	-0.009207	-0.014844	-0.013516
43	+0.050528	-0.057245	+0.065484	-0.058767
44	-0.002716	+0.028243	-0.066826	+0.041298
45	+0.096681	-0.147871	-0.074293	+0.125483
46	-0.019493	-0.045436	-0.121184	+0.186113
47	-0.065218	+0.007021	-0.081534	+0.139732
48	-0.016822	+0.041547	-0.015264	-0.009461
49	+0.047609	-0.027779	+0.057402	-0.077232
