pos	val_A	val_C	val_G	val_T
87	0.00595926501656813	-0.0025544865795381413	-0.028194041004561216	0.024789262567531226
88	-0.012509531522382685	0.01492569647027269	-0.004113538878818046	0.0016973739309280418
89	0.001829526758844227	-0.010836882959258316	0.002002453874842332	0.0070049023255717565
90	0.00926338663172799	0.0006691898227270083	-0.0003579410750807657	-0.009574635379374231
91	-0.009295935848167305	-0.01806807506075335	0.019873177369049116	0.007490833539871539
92	-0.001765682147862328	-0.0072000471655800586	-0.0031188067388219836	0.01208453605226437
93	0.023506452308540638	-0.013770976656252855	-0.00028908117651191387	-0.00944639447577587
94	-0.0006361390775289944	0.004020655752707696	-0.001659658968274163	-0.0017248577069045386
95	0.02747013439426056	-0.007066740821518873	-0.0029800838841668896	-0.017423309688574796
96	0.0009847517176980293	0.005727608882926815	0.007254663647401968	-0.01396702424802681
97	0.001689299317913049	0.0036424529157756437	-0.015534803147708014	0.010203050914019322
98	0.03105947541449038	-0.009633364397017438	-0.008475635410445437	-0.012950475607027506
99	-0.006174420854048372	-0.006130286323283194	-0.013286499875353294	0.02559120705268486
100	0.008154606852004637	-0.004694158722759482	-0.0055930988698447625	0.002132650740599608
101	0.026929887615394086	-0.016018427329717796	-0.016544029468830365	0.005632569183154075
102	0.03219237872750697	-0.04445345290283206	-0.010151092534618496	0.02241216670994358
103	0.048486245651500184	-0.050627472533873466	-0.04069379271614935	0.042835019598522636
104	0.05189067301839908	-0.08838672017714545	-0.05069743579571145	0.08719348295445782
105	0.041017228612631886	-0.0867512348950404	-0.06989104169672856	0.11562504797913707
106	0.011773487916121607	-0.0895545800446431	-0.1623490720312099	0.2401301641597314
107	0.0255192376758121	-0.13482050953656138	-0.14170970917750214	0.2510109810382514
108	0.035429546253381024	-0.006882629614201867	-0.1789047871201179	0.15035787048093874
109	0.2872873084478134	-0.17752994633390676	-0.05952424164299526	-0.050233120470911434
110	-0.07182017206704967	0.07488702042647083	-0.13160079521148993	0.1285339468520688
111	0.07301917687046228	-0.10264688798462962	0.12316021666127729	-0.09353250554710997
112	0.08490686288493879	-0.11627317359399891	-0.19180821932957978	0.2231745300386399
113	-0.06527080831300078	-0.040098076856571185	-0.12493246883587854	0.2303013540054505
114	-0.009800172862159453	-0.1836719684301434	-0.07060451650884837	0.26407665780115125
115	0.11547333552963181	-0.061562304059704955	-0.09119322495792793	0.037282193488001096
116	-0.11113912399698785	-0.07078070356177799	0.18714149422992093	-0.005221666671155097
117	-0.09949036628315375	-0.025380865891288084	0.045404702499449244	0.07946652967499258
118	-0.024615884075650296	0.018661433735165642	-0.06918112773879552	0.07513557807928017
119	0.01809074416064637	0.01809295088718463	0.010874547769036324	-0.047058242816867324
120	-0.040931065971888045	0.04024156423443388	0.005191725404260992	-0.004502223666806829
121	0.025473749017398444	-0.031004808779792607	0.0438730336703941	-0.038341973907999934
122	0.06433630977692399	-0.027641657229734322	0.01781811312741966	-0.05451276567460933
123	0.04790507412592418	-0.03261857786664616	0.0005762063908649182	-0.015862702650142935
124	0.06987599583396772	-0.04397705073494748	-0.04347030607716185	0.01757136097814162
125	0.03954042702977798	-0.03243476757658437	-0.03584837291976739	0.02874271346657377
126	-0.005837594139708675	0.02179363129184479	-0.033906754483354784	0.017950717331218672
127	-0.0025416474433155446	-0.022408405244253363	0.011438165788057992	0.013511886899510914
128	-0.01571179264665155	0.018905126559015637	-0.017002928283036473	0.013809594370672388
129	-0.0037440124894114204	-0.03384155574472441	0.031785488445577555	0.005800079788558274
130	0.006779866371545219	-0.007690843208839184	0.01056580666518356	-0.009654829827889594
131	0.009431799988897841	0.015698100911539167	-0.04824380664954692	0.02311390574910991
132	0.03759610033806843	-0.023613679157149674	-0.07676970923373676	0.06278728805281798
133	-0.010494288664193623	-0.004799128691954387	-0.04125425110399123	0.05654766846013925
134	-0.014403956102602073	-0.014101634566860605	-0.053739859704584156	0.08224545037404683
135	-0.018740173750280788	0.022152274507187725	-0.0216761231036825	0.01826402234677556
136	0.018098818773661367	-0.013482045938368551	0.010560039084458565	-0.015176811919751378
