,ARS,Heights
0,ARS102,5.091836734693872
1,ARS102.5,3.561224489795912
2,ARS103,3.2142857142857104
3,ARS104,6.857142857142857
4,ARS105,12.428571428571422
5,ARS106,17.244897959183657
6,ARS107,81.3367346938776
7,ARS107.5,8.122448979591852
8,ARS108,6.163265306122422
9,ARS109,46.26530612244899
10,ARS110,14.918367346938794
11,ARS111,4.061224489795918
12,ARS112,7.928571428571429
13,ARS113,7.744897959183695
14,ARS200,11.367346938775503
15,ARS201,14.540816326530605
16,ARS201.5,10.377551020408141
17,ARS201.7,2.755102040816325
18,ARS202,171.62244897959184
19,ARS203,1.8775510204082175
20,ARS206,21.877551020408188
21,ARS207,16.387755102040813
22,ARS207.1,27.346938775510214
23,ARS207.5,6.499999999999991
24,ARS207.8,1.4183673469388134
25,ARS208,78.82653061224488
26,ARS209,147.96938775510205
27,ARS210.5,2.153061224489715
28,ARS211,5.81632653061228
29,ARS212,0.9795918367347307
30,ARS213,2.755102040816279
31,ARS214,114.30612244897961
32,ARS215,30.959183673469482
33,ARS215.5,0.4387755102040364
34,ARS216,93.04081632653062
35,ARS217,0.6224489795918139
36,ARS218,0.44897959183673425
37,ARS219,45.357142857142776
38,ARS219.5,36.78571428571424
39,ARS220,133.4897959183673
40,ARS221,52.53061224489793
41,ARS221.5,0.5918367346938639
42,ARS222,2.3163265306122316
43,ARS222.5,2.1632653061224474
44,ARS223,0.7142857142857553
45,ARS224,27.459183673469393
46,ARS225,2.2857142857142763
47,ARS227,0.6530612244897732
48,ARS228,2.6938775510204356
49,ARS228.5,3.418367346938799
50,ARS229,4.469387755102055
51,ARS300,3.234693877551008
52,ARS301,4.551020408163275
53,ARS302,5.448979591836773
54,ARS302,5.112244897959231
55,ARS303,5.000000000000057
56,ARS320,4.887755102040892
57,ARS304,90.0204081632652
58,ARS305,178.37755102040808
59,ARS306,16.34693877551021
60,ARS307,11.27551020408166
61,ARS308,8.867346938775555
62,ARS309,101.85714285714283
63,ARS310,42.581632653061234
64,ARS313,13.16326530612247
65,ARS314,13.867346938775473
66,ARS314.5,4.704081632653047
67,ARS315,26.09183673469385
68,ARS316,1.1836734693877498
69,ARS317,9.346938775510257
70,ARS318,8.581632653061261
71,ARS319,6.244897959183698
72,ARS400,2.459183673469397
73,ARS403,2.816326530612231
74,ARS402.5,1.4693877551020604
75,ARS404,49.663265306122454
76,ARS405,13.551020408163279
77,ARS405.5,0.7142857142856985
78,ARS406,8.479591836734688
79,ARS407,1.1122448979591815
80,ARS408,0.5102040816326223
81,ARS409,85.1224489795918
82,ARS409.3,1.265306122448974
83,ARS409.5,1.010204081632654
84,ARS410,17.59183673469388
85,ARS412,16.061224489795904
86,ARS413,74.03061224489798
87,ARS413.5,0.8775510204081683
88,ARS414,4.591836734693904
89,ARS415,54.39795918367352
90,ARS416,75.39795918367346
91,ARS417,24.714285714285648
92,ARS417.5,75.83673469387753
93,ARS418,171.59183673469383
94,ARS419,34.85714285714287
95,ARS420,2.7244897959183856
96,ARS421,13.00000000000007
97,ARS422,56.275510204081606
98,ARS422.5,25.816326530612237
99,ARS423,41.051020408163254
100,ARS425,10.591836734693866
101,ARS426.5,0.6326530612245425
102,ARS427.5,65.90816326530603
103,ARS428,165.5510204081632
104,ARS429,79.86734693877554
105,ARS429.5,0.9795918367346405
106,ARS430,24.69387755102038
107,ARS430.5,1.0408163265305472
108,ARS431,45.326530612244916
109,ARS431.5,11.306122448979572
110,ARS431.7,0.5306122448979561
111,ARS432,68.62244897959185
112,ARS432.5,113.12244897959182
113,ARS433,6.4693877551020496
114,ARS434,4.744897959183681
115,ARS435,12.877551020408141
116,ARS437,35.806122448979615
117,ARS439.5,0.9999999999999695
118,ARS440,21.387755102040746
119,ARS441,37.67346938775507
120,ARS442,86.89795918367344
121,ARS446,2.0306122448978328
122,ARS447,42.80612244897961
123,ARS502,23.326530612244902
124,ARS503,17.07142857142858
125,ARS504,9.57142857142858
126,ARS504.2,7.438775510204071
127,ARS507,54.83673469387754
128,ARS508,114.60204081632658
129,ARS510,8.938775510204062
130,ARS511,119.36734693877563
131,ARS511.5,2.2142857142856784
132,ARS512,0.8367346938774568
133,ARS513.5,24.030612244897966
134,ARS513.7,45.08163265306124
135,ARS514,143.46938775510216
136,ARS514.5,10.244897959183636
137,ARS516,142.8469387755102
138,ARS517,48.928571428571416
139,ARS518,32.73469387755103
140,ARS519,23.47959183673472
141,ARS520,16.704081632653057
142,ARS521,0.571428571428583
143,ARS522,25.479591836734716
144,ARS523,39.8979591836735
145,ARS600.1,14.285714285714294
146,ARS600.2,3.9183673469387648
147,ARS600.3,6.030612244897943
148,ARS600.4,6.071428571428569
149,ARS601,8.428571428571415
150,ARS602,8.224489795918357
151,ARS603,6.755102040816338
152,ARS603.1,1.6224489795918404
153,ARS603.5,31.80612244897958
154,ARS604,17.622448979591802
155,ARS605,40.7959183673469
156,ARS606,68.35714285714285
157,ARS607,173.71428571428564
158,ARS608,8.15306122448983
159,ARS608.5,25.214285714285786
160,ARS609,28.540816326530678
161,ARS610,1.8367346938775673
162,ARS700.5,33.73469387755102
163,ARS702,9.10204081632655
164,ARS704,15.530612244897934
165,ARS706,8.989795918367292
166,ARS707,104.42857142857144
167,ARS709,1.2244897959183583
168,ARS710,8.948979591836732
169,ARS711,0.5714285714285129
170,ARS712,0.765306122448989
171,ARS714,81.75510204081634
172,ARS716,4.653061224489806
173,ARS717,1.6326530612244567
174,ARS718,68.9285714285714
175,ARS719,169.11224489795916
176,ARS720,38.336734693877546
177,ARS721,17.214285714285747
178,ARS722,28.397959183673496
179,ARS724.5,0.8163265306122277
180,ARS726,41.70408163265305
181,ARS727,81.734693877551
182,ARS728,6.908163265306077
183,ARS729,12.163265306122435
184,ARS731,2.8877551020408374
185,ARS731.5,125.46938775510203
186,ARS732,2.1836734693878017
187,ARS733,8.734693877551038
188,ARS734,52.78571428571432
189,ARS735,44.48979591836736
190,ARS735.5,14.08163265306122
191,ARS131a,15.530612244897945
192,ARS131n,24.08163265306123
193,ARS802,24.642857142857142
194,ARS804,13.581632653061245
195,ARS805,17.663265306122412
196,ARS805.5,0.5204081632653038
197,ARS805.7,4.836734693877565
198,ARS807,96.4591836734694
199,ARS808,40.418367346938766
200,ARS809,1.1428571428571481
201,ARS810,7.081632653061228
202,ARS813,50.42857142857144
203,ARS815,94.14285714285714
204,ARS816,32.94897959183674
205,ARS818,5.285714285714283
206,ARS818.5,0.7244897959183436
207,ARS820,115.2755102040816
208,ARS821,1.1428571428571104
209,ARS822,3.3367346938775246
210,ARS823,1.0918367346939153
211,ARS823.5,4.061224489795957
212,ARS824,16.979591836734713
213,ARS905,17.979591836734716
214,ARS907,9.040816326530605
215,ARS908,12.08163265306126
216,ARS909,25.469387755102062
217,ARS911,1.0204081632653117
218,ARS911.5,1.8367346938775257
219,ARS912,16.928571428571445
220,ARS913,21.3571428571429
221,ARS913.5,119.24489795918379
222,ARS914,125.92857142857154
223,ARS916,42.9387755102041
224,ARS919,121.24489795918377
225,ARS920,9.204081632653006
226,ARS922,59.8367346938776
227,ARS922.5,2.8877551020407832
228,ARS1001,18.89795918367346
229,ARS1002,27.11224489795919
230,ARS1003,4.479591836734683
231,ARS1004,7.1122448979591795
232,ARS1005,93.94897959183669
233,ARS1006,38.32653061224488
234,ARS1007,50.58163265306123
235,ARS1007.5,0.48979591836732195
236,ARS1008,120.70408163265303
237,ARS1009,13.877551020408127
238,ARS1009.5,0.5204081632653117
239,ARS1010,1.163265306122409
240,ARS1011,58.47959183673466
241,ARS1012,131.7857142857143
242,ARS1013,128.8979591836735
243,ARS1014,158.63265306122437
244,ARS1015,78.52040816326536
245,ARS1016,9.928571428571473
246,ARS1017,2.0102040816326494
247,ARS1017.5,0.489795918367384
248,ARS1018,48.54081632653059
249,ARS1018.5,36.46938775510201
250,ARS1019,46.10204081632652
251,ARS1020,4.3367346938775855
252,ARS1021,190.98979591836732
253,ARS1022,1.132653061224363
254,ARS1023,2.9897959183674
255,ARS1024,3.255102040816388
256,ARS1025,4.346938775510369
257,ARS1102.5,4.755102040816333
258,ARS1103,40.76530612244895
259,ARS1104.5,8.520408163265294
260,ARS1105.5,18.561224489795965
261,ARS1106,60.275510204081606
262,ARS1106.3,0.6020408163265567
263,ARS1106.5,0.7448979591836665
264,ARS1106.7,25.6938775510204
265,ARS1107,20.275510204081677
266,ARS1107.5,3.969387755102047
267,ARS1109,131.34693877551018
268,ARS1112,48.265306122448926
269,ARS1113,28.877551020408166
270,ARS1113.5,143.57142857142856
271,ARS1114,165.51020408163262
272,ARS1114.5,69.1530612244898
273,ARS1116,102.57142857142856
274,ARS1117,16.438775510204007
275,ARS1118,46.07142857142862
276,ARS1120,41.612244897959165
277,ARS1123,42.39795918367343
278,ARS1203,0.5408163265306373
279,ARS1205,22.27551020408134
280,ARS1206,52.734693877551166
281,ARS1206.5,46.73469387755144
282,ARS1208,17.295918367347205
283,ARS1209,26.551020408162774
284,ARS1210,25.47959183673465
285,ARS1211,73.2142857142875
286,ARS1211.5,60.06122448979842
287,ARS1212,9.316326530612645
288,ARS1212.5,1.3979591836729943
289,ARS1213,126.9387755102042
290,ARS1215,45.32653061224461
291,ARS1216,2627.5816326530594
292,ARS1216.5,7696.6938775510225
293,ARS1217,106.38775510204056
294,ARS1218,89.27551020408228
295,ARS1219,2.6122448979585142
296,ARS1219.7,6.857142857143013
297,ARS1220,69.09183673469376
298,ARS1220.5,1.6734693877509346
299,ARS1222,27.459183673469234
300,ARS1223,32.07142857142844
301,ARS1226,23.928571428571605
302,ARS1227,5.142857142857387
