,ARS,Heights
0,ARS102,38.15306122448979
1,ARS102.5,25.295918367346925
2,ARS103,20.887755102040813
3,ARS104,14.653061224489788
4,ARS105,28.928571428571416
5,ARS106,45.7040816326531
6,ARS107,145.5204081632653
7,ARS107.5,41.92857142857146
8,ARS108,30.61224489795918
9,ARS109,49.88775510204082
10,ARS110,18.989795918367285
11,ARS111,14.306122448979593
12,ARS112,38.76530612244902
13,ARS113,36.8979591836735
14,ARS200,31.969387755102
15,ARS201,59.92857142857142
16,ARS201.5,15.612244897959192
17,ARS201.7,18.306122448979597
18,ARS202,179.37755102040816
19,ARS203,11.530612244898016
20,ARS206,63.27551020408164
21,ARS207,22.816326530612237
22,ARS207.1,21.010204081632644
23,ARS207.5,10.489795918367335
24,ARS207.8,6.989795918367362
25,ARS208,68.69387755102035
26,ARS209,143.73469387755102
27,ARS210.5,19.92857142857137
28,ARS211,5.663265306122463
29,ARS212,3.3571428571428807
30,ARS213,6.9795918367346745
31,ARS214,36.030612244897995
32,ARS215,16.795918367347006
33,ARS215.5,2.989795918367346
34,ARS216,97.6938775510204
35,ARS217,4.846938775510195
36,ARS218,2.3163265306122316
37,ARS219,114.46938775510195
38,ARS219.5,66.1530612244897
39,ARS220,132.0102040816326
40,ARS221,69.78571428571429
41,ARS221.5,2.0102040816326503
42,ARS222,7.0408163265306385
43,ARS222.5,7.3367346938776015
44,ARS223,9.234693877551077
45,ARS224,86.07142857142853
46,ARS225,19.530612244897974
47,ARS227,4.551020408163231
48,ARS228,8.602040816326557
49,ARS228.5,12.418367346938819
50,ARS229,22.683673469387784
51,ARS300,34.30612244897958
52,ARS301,40.98979591836732
53,ARS302,44.06122448979591
54,ARS302,40.12244897959187
55,ARS303,39.785714285714306
56,ARS320,39.22448979591842
57,ARS304,136.9999999999999
58,ARS305,198.7959183673469
59,ARS306,24.204081632653043
60,ARS307,9.214285714285731
61,ARS308,7.948979591836733
62,ARS309,21.775510204081602
63,ARS310,15.653061224489795
64,ARS313,47.38775510204079
65,ARS314,51.81632653061225
66,ARS314.5,24.979591836734695
67,ARS315,24.673469387755105
68,ARS316,8.775510204081606
69,ARS317,79.52040816326529
70,ARS318,71.59183673469389
71,ARS319,41.80612244897962
72,ARS400,19.693877551020414
73,ARS403,13.948979591836725
74,ARS402.5,10.622448979591873
75,ARS404,114.8265306122449
76,ARS405,27.47959183673474
77,ARS405.5,7.040816326530619
78,ARS406,6.4489795918367205
79,ARS407,2.112244897959164
80,ARS408,2.173469387755051
81,ARS409,148.1734693877551
82,ARS409.3,20.561224489795897
83,ARS409.5,15.989795918367367
84,ARS410,20.989795918367353
85,ARS412,18.877551020408166
86,ARS413,62.66326530612247
87,ARS413.5,6.714285714285714
88,ARS414,6.357142857142902
89,ARS415,45.928571428571495
90,ARS416,71.57142857142856
91,ARS417,24.387755102040728
92,ARS417.5,85.13265306122446
93,ARS418,210.54081632653052
94,ARS419,89.87755102040813
95,ARS420,6.959183673469412
96,ARS421,16.132653061224538
97,ARS422,136.04081632653052
98,ARS422.5,94.84693877551017
99,ARS423,119.71428571428568
100,ARS425,10.275510204081597
101,ARS426.5,1.357142857142935
102,ARS427.5,75.67346938775505
103,ARS428,130.8367346938775
104,ARS429,82.94897959183673
105,ARS429.5,8.499999999999963
106,ARS430,18.132653061224378
107,ARS430.5,10.326530612244857
108,ARS431,87.73469387755094
109,ARS431.5,25.877551020408166
110,ARS431.7,4.173469387755119
111,ARS432,31.581632653061202
112,ARS432.5,42.602040816326586
113,ARS433,8.867346938775498
114,ARS434,10.632653061224465
115,ARS435,16.02040816326528
116,ARS437,71.22448979591839
117,ARS439.5,9.581632653061183
118,ARS440,73.48979591836728
119,ARS441,121.26530612244898
120,ARS442,113.35714285714282
121,ARS446,24.8877551020407
122,ARS447,106.36734693877553
123,ARS502,72.01020408163265
124,ARS503,57.82653061224491
125,ARS504,36.40816326530612
126,ARS504.2,29.010204081632665
127,ARS507,26.295918367346925
128,ARS508,34.68367346938776
129,ARS510,13.989795918367337
130,ARS511,59.22448979591849
131,ARS511.5,9.020408163265296
132,ARS512,3.6224489795917485
133,ARS513.5,73.6530612244898
134,ARS513.7,99.58163265306123
135,ARS514,189.4183673469389
136,ARS514.5,56.0816326530612
137,ARS516,132.56122448979593
138,ARS517,16.887755102040764
139,ARS518,22.816326530612272
140,ARS519,21.642857142857196
141,ARS520,23.785714285714302
142,ARS521,3.510204081632689
143,ARS522,19.74489795918368
144,ARS523,100.16326530612254
145,ARS600.1,67.765306122449
146,ARS600.2,24.795918367346914
147,ARS600.3,21.438775510204106
148,ARS600.4,20.938775510204085
149,ARS601,20.663265306122433
150,ARS602,20.438775510204074
151,ARS603,9.642857142857135
152,ARS603.1,5.683673469387749
153,ARS603.5,31.88775510204079
154,ARS604,16.469387755101994
155,ARS605,19.969387755101994
156,ARS606,27.989795918367356
157,ARS607,157.55102040816323
158,ARS608,39.38775510204088
159,ARS608.5,75.57142857142861
160,ARS609,83.72448979591842
161,ARS610,20.683673469387784
162,ARS700.5,72.96938775510206
163,ARS702,4.775510204081648
164,ARS704,32.73469387755103
165,ARS706,22.387755102040778
166,ARS707,81.96938775510206
167,ARS709,10.367346938775492
168,ARS710,15.367346938775492
169,ARS711,2.571428571428545
170,ARS712,2.5306122448979615
171,ARS714,72.8673469387755
172,ARS716,8.193877551020408
173,ARS717,4.755102040816305
174,ARS718,77.04081632653053
175,ARS719,92.10204081632651
176,ARS720,22.571428571428545
177,ARS721,20.28571428571432
178,ARS722,17.826530612244927
179,ARS724.5,2.2653061224489806
180,ARS726,39.11224489795918
181,ARS727,65.34693877551018
182,ARS728,3.6938775510203787
183,ARS729,5.918367346938772
184,ARS731,4.591836734693897
185,ARS731.5,64.1938775510204
186,ARS732,6.193877551020429
187,ARS733,11.561224489795926
188,ARS734,72.50000000000003
189,ARS735,62.32653061224491
190,ARS735.5,29.571428571428577
191,ARS131a,71.38775510204084
192,ARS131n,79.58163265306125
193,ARS802,79.15306122448979
194,ARS804,29.275510204081662
195,ARS805,15.214285714285689
196,ARS805.5,2.1428571428571415
197,ARS805.7,7.83673469387756
198,ARS807,67.15306122448986
199,ARS808,36.35714285714288
200,ARS809,3.1734693877551123
201,ARS810,27.051020408163215
202,ARS813,91.70408163265304
203,ARS815,26.153061224489814
204,ARS816,33.510204081632594
205,ARS818,5.438775510204076
206,ARS818.5,3.6428571428571366
207,ARS820,94.67346938775509
208,ARS821,7.061224489795919
209,ARS822,2.7448979591836613
210,ARS823,4.959183673469399
211,ARS823.5,14.989795918367395
212,ARS824,85.53061224489797
213,ARS905,52.55102040816329
214,ARS907,6.8367346938775535
215,ARS908,6.500000000000007
216,ARS909,12.408163265306126
217,ARS911,2.3469387755101727
218,ARS911.5,6.499999999999968
219,ARS912,22.408163265306136
220,ARS913,22.489795918367353
221,ARS913.5,146.85714285714297
222,ARS914,152.91836734693894
223,ARS916,14.469387755102039
224,ARS919,86.50000000000006
225,ARS920,23.3571428571428
226,ARS922,20.346938775510196
227,ARS922.5,21.295918367346957
228,ARS1001,43.59183673469387
229,ARS1002,95.92857142857146
230,ARS1003,29.948979591836736
231,ARS1004,20.5612244897959
232,ARS1005,125.01020408163264
233,ARS1006,49.98979591836732
234,ARS1007,117.79591836734691
235,ARS1007.5,5.316326530612237
236,ARS1008,146.9897959183673
237,ARS1009,35.90816326530605
238,ARS1009.5,5.561224489795921
239,ARS1010,4.683673469387731
240,ARS1011,76.05102040816325
241,ARS1012,54.775510204081684
242,ARS1013,55.59183673469393
243,ARS1014,153.05102040816323
244,ARS1015,86.7857142857143
245,ARS1016,26.00000000000004
246,ARS1017,15.62244897959184
247,ARS1017.5,2.6734693877551297
248,ARS1018,60.12244897959184
249,ARS1018.5,36.47959183673465
250,ARS1019,45.8265306122449
251,ARS1020,18.571428571428577
252,ARS1021,224.9081632653061
253,ARS1022,19.979591836734574
254,ARS1023,14.204081632653054
255,ARS1024,19.2346938775511
256,ARS1025,33.04081632653078
257,ARS1102.5,9.408163265306138
258,ARS1103,29.306122448979576
259,ARS1104.5,15.102040816326523
260,ARS1105.5,17.989795918367378
261,ARS1106,38.07142857142857
262,ARS1106.3,2.4897959183673635
263,ARS1106.5,3.0204081632653077
264,ARS1106.7,15.918367346938785
265,ARS1107,9.500000000000037
266,ARS1107.5,14.081632653061234
267,ARS1109,161.59183673469383
268,ARS1112,66.25510204081633
269,ARS1113,34.622448979591844
270,ARS1113.5,64.89795918367344
271,ARS1114,74.98979591836732
272,ARS1114.5,38.95918367346937
273,ARS1116,85.57142857142856
274,ARS1117,27.88775510204073
275,ARS1118,93.01020408163268
276,ARS1120,72.3877551020408
277,ARS1123,117.73469387755094
278,ARS1203,3.8367346938774074
279,ARS1205,33.857142857142726
280,ARS1206,105.8163265306127
281,ARS1206.5,94.7448979591838
282,ARS1208,30.642857142856943
283,ARS1209,39.459183673469525
284,ARS1210,24.132653061224353
285,ARS1211,56.06122448979704
286,ARS1211.5,108.79591836734942
287,ARS1212,5.346938775510428
288,ARS1212.5,8.612244897958602
289,ARS1213,145.785714285714
290,ARS1215,22.091836734694088
