pos	val_A	val_C	val_G	val_T
0	-0.001009	+0.007036	-0.017972	+0.011945
1	+0.004633	-0.005341	+0.001419	-0.000711
2	+0.011336	-0.004061	-0.010591	+0.003316
3	+0.005024	+0.000062	-0.017203	+0.012116
4	+0.003201	+0.005365	-0.010973	+0.002407
5	+0.010885	-0.016364	-0.001811	+0.007291
6	+0.005843	+0.000631	-0.019389	+0.012914
7	+0.011337	-0.015264	-0.001842	+0.005770
8	+0.004922	-0.000442	-0.012494	+0.008014
9	+0.017503	-0.012257	-0.006718	+0.001471
10	-0.000828	+0.003201	-0.018995	+0.016622
11	+0.001798	+0.003472	-0.023131	+0.017861
12	-0.005995	+0.009261	-0.013139	+0.009872
13	+0.006658	+0.001434	-0.015715	+0.007624
14	+0.000898	-0.008140	-0.005242	+0.012484
15	+0.012573	-0.017978	+0.008100	-0.002694
16	+0.022977	-0.031749	-0.003929	+0.012701
17	+0.056423	-0.039550	-0.043758	+0.026885
18	+0.051542	-0.066086	-0.047072	+0.061616
19	-0.015559	-0.104240	-0.118503	+0.238302
20	+0.070142	-0.074645	-0.202209	+0.206711
21	+0.106179	-0.004771	-0.255629	+0.154221
22	+0.229940	-0.223462	-0.037611	+0.031133
23	-0.044974	+0.132509	-0.239585	+0.152050
24	+0.109346	-0.243230	+0.166351	-0.032467
25	-0.041176	-0.128884	-0.020090	+0.190149
26	-0.076706	+0.052037	-0.213078	+0.237746
27	-0.015104	-0.095066	-0.017204	+0.127374
28	+0.089527	-0.099842	-0.084665	+0.094980
29	-0.057403	-0.109241	+0.165636	+0.001008
30	-0.135492	+0.016747	+0.051453	+0.067293
31	-0.040380	+0.025585	-0.047651	+0.062446
32	+0.024000	+0.026024	+0.014024	-0.064048
33	-0.026322	+0.028466	+0.003581	-0.005725
34	+0.006536	-0.005213	+0.010136	-0.011459
35	+0.026291	-0.003120	+0.013616	-0.036787
36	+0.016768	-0.020578	+0.005022	-0.001212
37	+0.027664	-0.027157	-0.011960	+0.011452
38	+0.013086	-0.006778	-0.009980	+0.003672
39	-0.008788	+0.008917	-0.005166	+0.005037
40	-0.004067	+0.008211	+0.003023	-0.007167
41	-0.002873	+0.007703	+0.001074	-0.005905
42	+0.021978	+0.002303	-0.019293	-0.004988
43	+0.026170	-0.030555	+0.025775	-0.021390
44	-0.003101	+0.011838	-0.048092	+0.039355
45	+0.066569	-0.094245	-0.047482	+0.075158
46	+0.010630	-0.041066	-0.098859	+0.129295
47	-0.006925	-0.013645	-0.063827	+0.084397
48	-0.004068	+0.021866	-0.019074	+0.001277
49	+0.037891	-0.009220	+0.024189	-0.052861
