pos	val_A	val_C	val_G	val_T
0	+0.000431	-0.011029	-0.013799	+0.024397
1	+0.017172	-0.006898	-0.011447	+0.001173
2	+0.020365	-0.006497	-0.014644	+0.000776
3	-0.001956	-0.002641	-0.009476	+0.014073
4	+0.003720	-0.004860	-0.004606	+0.005747
5	+0.005341	-0.003529	+0.003617	-0.005429
6	+0.004596	-0.006210	-0.008716	+0.010330
7	+0.021869	-0.013056	-0.009753	+0.000941
8	+0.005608	-0.018067	-0.004965	+0.017424
9	+0.014213	-0.015839	-0.009290	+0.010916
10	+0.002644	-0.018444	-0.006123	+0.021924
11	+0.003495	-0.011307	-0.009643	+0.017455
12	+0.002283	-0.002266	-0.018666	+0.018649
13	+0.015265	-0.007728	-0.014860	+0.007322
14	+0.000912	+0.005811	+0.000869	-0.007593
15	+0.018168	-0.000552	-0.017058	-0.000558
16	+0.024199	-0.020596	-0.006666	+0.003063
17	+0.060285	-0.067541	-0.025002	+0.032258
18	+0.060395	-0.077570	-0.045790	+0.062965
19	+0.018264	-0.091333	-0.138394	+0.211464
20	+0.045280	-0.120213	-0.159229	+0.234162
21	+0.060394	-0.012888	-0.171389	+0.123882
22	+0.251521	-0.166126	-0.068490	-0.016905
23	-0.041534	+0.090385	-0.157910	+0.109059
24	+0.088894	-0.147291	+0.158008	-0.099611
25	+0.052831	-0.168463	-0.106749	+0.222381
26	-0.016470	+0.033716	-0.301433	+0.284187
27	-0.025542	-0.168920	-0.066281	+0.260743
28	+0.082662	-0.076627	-0.078833	+0.072798
29	-0.133700	-0.076039	+0.184983	+0.024756
30	-0.067398	+0.017699	+0.019540	+0.030159
31	-0.051240	+0.020128	-0.014622	+0.045733
32	+0.007914	+0.021935	+0.017513	-0.047363
33	-0.029709	+0.018180	+0.014887	-0.003358
34	+0.005426	+0.003561	+0.005311	-0.014298
35	+0.024338	-0.005087	+0.013620	-0.032870
36	+0.010958	-0.012840	+0.002363	-0.000482
37	+0.025744	-0.005694	-0.030620	+0.010570
38	+0.017532	-0.009790	-0.014745	+0.007003
39	-0.000797	+0.003983	-0.007161	+0.003975
40	+0.001084	+0.003163	-0.000466	-0.003781
41	+0.000136	+0.016557	-0.004845	-0.011847
42	+0.009044	+0.012617	-0.020611	-0.001049
43	+0.021664	-0.022740	+0.034022	-0.032946
44	+0.013285	+0.020149	-0.059439	+0.026005
45	+0.061702	-0.093694	-0.046647	+0.078639
46	+0.021052	-0.070991	-0.077036	+0.126975
47	-0.005397	+0.000935	-0.070398	+0.074860
48	-0.012950	+0.015406	-0.008831	+0.006375
49	+0.016932	-0.004225	+0.014264	-0.026971
