pos	val_A	val_C	val_G	val_T
0	+0.055119	+0.011522	-0.068972	+0.002331
1	-0.035193	-0.008045	+0.033529	+0.009709
2	-0.045896	+0.007643	+0.025473	+0.012781
3	+0.065038	-0.017622	-0.061824	+0.014408
4	-0.021147	+0.065471	-0.068199	+0.023876
5	+0.029154	-0.070659	+0.045887	-0.004382
6	-0.042178	+0.027838	-0.013766	+0.028106
7	-0.031936	+0.029554	+0.013851	-0.011469
8	+0.081924	-0.092543	+0.041764	-0.031145
9	+0.004479	-0.042953	+0.026709	+0.011766
10	+0.000420	+0.057187	-0.061460	+0.003853
11	+0.030703	+0.031131	-0.083937	+0.022104
12	-0.029370	+0.031921	-0.036353	+0.033802
13	+0.031324	-0.014400	-0.010381	-0.006542
14	+0.005970	+0.030179	-0.097576	+0.061427
15	+0.020146	-0.107572	+0.081972	+0.005454
16	+0.074081	-0.052433	+0.009768	-0.031416
17	+0.066347	-0.082473	+0.013708	+0.002419
18	+0.116688	-0.128688	-0.103463	+0.115462
19	-0.070446	-0.057550	-0.068964	+0.196960
20	-0.065189	-0.042899	-0.065460	+0.173548
21	+0.092339	-0.070205	-0.158524	+0.136390
22	+0.168238	-0.186001	-0.004396	+0.022158
23	-0.057878	+0.028894	-0.077499	+0.106483
24	+0.000179	-0.190553	+0.173540	+0.016834
25	-0.059962	-0.092930	-0.000740	+0.153632
26	-0.052634	-0.036559	-0.096485	+0.185678
27	-0.054678	-0.002911	-0.126097	+0.183685
28	+0.045979	-0.001847	-0.102209	+0.058077
29	-0.083522	-0.050122	+0.074739	+0.058904
30	-0.059456	-0.059219	+0.058097	+0.060579
31	+0.054488	-0.002193	-0.134257	+0.081962
32	-0.038400	+0.028867	+0.016616	-0.007083
33	+0.000206	+0.036724	-0.026761	-0.010169
34	-0.018030	+0.030514	+0.014770	-0.027254
35	+0.013772	-0.014473	+0.040064	-0.039363
36	-0.018065	+0.011775	+0.012866	-0.006577
37	+0.088278	-0.132946	+0.004774	+0.039893
38	+0.026828	+0.048229	-0.109968	+0.034911
39	+0.032469	+0.000053	-0.012150	-0.020372
40	+0.085930	+0.027808	-0.058046	-0.055692
41	+0.021886	+0.040386	-0.057210	-0.005063
42	+0.073205	-0.028195	-0.095248	+0.050238
43	+0.000698	+0.048552	+0.054584	-0.103834
44	-0.098719	+0.070404	-0.068453	+0.096767
45	+0.100199	-0.060654	-0.144598	+0.105053
46	-0.025082	-0.056349	-0.095877	+0.177308
47	-0.071327	-0.037292	-0.044682	+0.153301
48	-0.069941	+0.029751	+0.025720	+0.014470
49	+0.025922	+0.045593	+0.055711	-0.127226
