pos	val_A	val_C	val_G	val_T
0	+0.006909	-0.014361	-0.005251	+0.012703
1	+0.077083	-0.012124	-0.038573	-0.026387
2	+0.006233	+0.003965	-0.019252	+0.009054
3	+0.015743	-0.021589	-0.013222	+0.019067
4	+0.005362	-0.006534	-0.013611	+0.014784
5	+0.000051	-0.014529	+0.019760	-0.005282
6	+0.071545	-0.019205	-0.037038	-0.015302
7	-0.002289	-0.016961	-0.011643	+0.030893
8	+0.007374	-0.018707	+0.003606	+0.007728
9	+0.013477	-0.013258	-0.006811	+0.006592
10	-0.005931	+0.001953	-0.028015	+0.031993
11	+0.014081	-0.011403	-0.035406	+0.032727
12	+0.010509	-0.007117	-0.033555	+0.030162
13	+0.010406	-0.013976	-0.032598	+0.036168
14	-0.009630	+0.004457	+0.013433	-0.008259
15	+0.033985	-0.026528	-0.017609	+0.010153
16	+0.089112	-0.043573	-0.023845	-0.021695
17	+0.065485	-0.063089	-0.032326	+0.029930
18	+0.072991	-0.067128	-0.084059	+0.078196
19	-0.035905	-0.146660	-0.030287	+0.212852
20	-0.034249	-0.029541	-0.107098	+0.170888
21	+0.117404	+0.012131	-0.320716	+0.191181
22	+0.193822	+0.019101	-0.142846	-0.070076
23	-0.101954	+0.077196	-0.096429	+0.121187
24	+0.043369	-0.061565	+0.136358	-0.118163
25	+0.003905	-0.203173	-0.007038	+0.206306
26	-0.052901	-0.042787	-0.108049	+0.203737
27	-0.141166	-0.040853	+0.008195	+0.173824
28	+0.111779	-0.031059	-0.159371	+0.078651
29	-0.163961	-0.034395	+0.209985	-0.011628
30	-0.127253	-0.008593	+0.054531	+0.081314
31	-0.007231	-0.003282	-0.060344	+0.070858
32	+0.018708	+0.031788	+0.012043	-0.062539
33	-0.043178	+0.028995	-0.000468	+0.014650
34	+0.002282	+0.003830	+0.004241	-0.010353
35	+0.071046	-0.019728	+0.009462	-0.060780
36	-0.006195	+0.062461	-0.040210	-0.016057
37	+0.001273	-0.056461	-0.053864	+0.109052
38	+0.011423	-0.019508	-0.004174	+0.012259
39	-0.006962	+0.004843	-0.003783	+0.005903
40	-0.011006	+0.018170	+0.006335	-0.013499
41	+0.061031	+0.005102	-0.039057	-0.027076
42	+0.018547	-0.001234	-0.036164	+0.018851
43	+0.031314	-0.051414	+0.052306	-0.032207
44	+0.006539	+0.023710	-0.035843	+0.005593
45	+0.090357	-0.104998	-0.108811	+0.123452
46	+0.135619	-0.065475	-0.139713	+0.069569
47	-0.045706	-0.014237	-0.019547	+0.079491
48	-0.006795	+0.030778	-0.026700	+0.002716
49	+0.033660	-0.001716	+0.031639	-0.063582
