pos	val_A	val_C	val_G	val_T
87	+0.000864	-0.004951	-0.010196	+0.014283
88	-0.013237	+0.017452	-0.004079	-0.000136
89	-0.002900	+0.006061	-0.000451	-0.002710
90	+0.014886	+0.000787	+0.001736	-0.017409
91	-0.009570	-0.003900	+0.005700	+0.007770
92	-0.004269	+0.001242	+0.004928	-0.001902
93	+0.016600	-0.005292	+0.002188	-0.013496
94	-0.004887	+0.002850	-0.008268	+0.010306
95	+0.022656	-0.011922	-0.000597	-0.010137
96	+0.001054	-0.000457	-0.003974	+0.003377
97	-0.006499	+0.009253	-0.007918	+0.005164
98	+0.018413	-0.000215	-0.006635	-0.011563
99	-0.007250	-0.004276	-0.002933	+0.014459
100	-0.006004	-0.011005	+0.003884	+0.013125
101	+0.012930	-0.000354	-0.013965	+0.001389
102	+0.021558	-0.031439	-0.007466	+0.017348
103	+0.023992	-0.024336	-0.027193	+0.027537
104	+0.027870	-0.054947	-0.038714	+0.065792
105	+0.021537	-0.050226	-0.062275	+0.090963
106	+0.058013	-0.064425	-0.258782	+0.265194
107	+0.078262	-0.135790	-0.202105	+0.259633
108	+0.072043	+0.026950	-0.241589	+0.142596
109	+0.278594	-0.310711	-0.020667	+0.052783
110	-0.046659	+0.083673	-0.133794	+0.096779
111	+0.073014	-0.096703	+0.096462	-0.072773
112	+0.120091	-0.062633	-0.256256	+0.198798
113	-0.042526	-0.011337	-0.143696	+0.197559
114	+0.031946	-0.175644	-0.080398	+0.224096
115	+0.069010	-0.045330	-0.056020	+0.032340
116	-0.073885	-0.058612	+0.114104	+0.018393
117	-0.086780	+0.003511	+0.028637	+0.054632
118	-0.031714	+0.029474	-0.046765	+0.049005
119	+0.003249	+0.016022	+0.002173	-0.021445
120	-0.022782	+0.028793	-0.006250	+0.000239
121	+0.024257	-0.022331	+0.023884	-0.025809
122	+0.039100	-0.017484	+0.008356	-0.029971
123	+0.042184	-0.022587	-0.014055	-0.005542
124	+0.050211	-0.033793	-0.020874	+0.004456
125	+0.022221	-0.025038	-0.012354	+0.015172
126	-0.008893	+0.011932	-0.016148	+0.013109
127	-0.001655	-0.008967	+0.015085	-0.004463
128	-0.016514	+0.019351	-0.021818	+0.018982
129	-0.000357	-0.018416	+0.020337	-0.001564
130	+0.004503	+0.001918	-0.001681	-0.004740
131	+0.008789	+0.012008	-0.035612	+0.014815
132	+0.029843	-0.019149	-0.057758	+0.047065
133	+0.007431	-0.015792	-0.034926	+0.043287
134	-0.009587	-0.004156	-0.032153	+0.045896
135	-0.006352	+0.021648	-0.024260	+0.008965
136	+0.020423	-0.005987	+0.003272	-0.017708
