pos	val_A	val_C	val_G	val_T
0	+0.019802	-0.012298	-0.021891	+0.014387
1	+0.010539	+0.001367	-0.014666	+0.002759
2	+0.019493	-0.006181	-0.010136	-0.003177
3	+0.012476	-0.022279	+0.004548	+0.005254
4	+0.003984	+0.018001	-0.023334	+0.001349
5	+0.018528	-0.023763	-0.007861	+0.013095
6	-0.012152	+0.028755	-0.030881	+0.014278
7	+0.009235	-0.029583	+0.008778	+0.011569
8	-0.000218	+0.002616	-0.005470	+0.003073
9	+0.018329	-0.029367	+0.003394	+0.007644
10	-0.019460	+0.009398	-0.002537	+0.012599
11	-0.019686	+0.006028	-0.019001	+0.032660
12	-0.004335	-0.012774	+0.005273	+0.011837
13	+0.009848	+0.012348	-0.041293	+0.019097
14	+0.002172	+0.019820	-0.049624	+0.027633
15	+0.017584	-0.005064	-0.013795	+0.001276
16	+0.006813	+0.008115	-0.000410	-0.014518
17	+0.063284	-0.100975	-0.002711	+0.040402
18	+0.056634	-0.101426	-0.027443	+0.072236
19	+0.017666	-0.106186	-0.139155	+0.227675
20	-0.004773	-0.066617	-0.133081	+0.204472
21	+0.076492	-0.020115	-0.161517	+0.105141
22	+0.220909	-0.376343	+0.127145	+0.028289
23	+0.027375	+0.079316	-0.207968	+0.101277
24	+0.099869	-0.145362	+0.140709	-0.095216
25	+0.096118	-0.184981	-0.102014	+0.190876
26	-0.130853	+0.048921	-0.155949	+0.237882
27	-0.002509	-0.148007	-0.056899	+0.207414
28	+0.084019	-0.047914	-0.087264	+0.051159
29	-0.101932	-0.105220	+0.146414	+0.060738
30	-0.049376	+0.007223	+0.020485	+0.021667
31	-0.014193	+0.009150	-0.021943	+0.026986
32	+0.023249	+0.022918	+0.001324	-0.047491
33	-0.038803	+0.007939	+0.027464	+0.003400
34	-0.008282	+0.006734	+0.006734	-0.005186
35	+0.027911	-0.002503	+0.000347	-0.025755
36	+0.027077	+0.012979	-0.044141	+0.004085
37	+0.014066	-0.017028	-0.036134	+0.039096
38	+0.021599	-0.012913	-0.025201	+0.016515
39	-0.017293	+0.037141	-0.013266	-0.006582
40	+0.013111	+0.011421	-0.015015	-0.009517
41	-0.007496	+0.014040	-0.013824	+0.007280
42	+0.013946	+0.003405	-0.009194	-0.008157
43	+0.046381	-0.008665	+0.019373	-0.057089
44	+0.023008	+0.026577	-0.076457	+0.026872
45	+0.079131	-0.103825	-0.052477	+0.077171
46	+0.019876	-0.053489	-0.086047	+0.119660
47	-0.026602	+0.021100	-0.062697	+0.068199
48	-0.046601	+0.035045	-0.004394	+0.015951
49	+0.002738	-0.011640	+0.029193	-0.020291
