pos	val_A	val_C	val_G	val_T
0	+0.008098	-0.004522	+0.009692	-0.013268
1	+0.019458	-0.007170	-0.018672	+0.006384
2	-0.001465	+0.000957	-0.002292	+0.002799
3	+0.014789	-0.010089	-0.029135	+0.024436
4	-0.011397	+0.015709	-0.008447	+0.004136
5	+0.015605	-0.011690	+0.001608	-0.005523
6	-0.011538	+0.005251	-0.009867	+0.016154
7	+0.027992	-0.001425	-0.024564	-0.002004
8	-0.000798	+0.003478	-0.009009	+0.006329
9	+0.005531	+0.026388	-0.048846	+0.016926
10	+0.018901	-0.009963	-0.031084	+0.022146
11	+0.042071	-0.004775	-0.057401	+0.020105
12	-0.019646	+0.015459	-0.001960	+0.006147
13	+0.015093	+0.003154	-0.014916	-0.003331
14	+0.026046	+0.014117	-0.044838	+0.004676
15	+0.037477	-0.029677	-0.012199	+0.004399
16	+0.046872	-0.067034	+0.001065	+0.019097
17	+0.082769	-0.150907	+0.017379	+0.050759
18	+0.073584	-0.072791	-0.076529	+0.075737
19	-0.038552	-0.091498	-0.094502	+0.224551
20	-0.021925	-0.019110	-0.193405	+0.234439
21	+0.059877	-0.007718	-0.207661	+0.155501
22	+0.222493	-0.148808	-0.010962	-0.062723
23	+0.024009	+0.054351	-0.218803	+0.140443
24	+0.056802	-0.148112	+0.182328	-0.091018
25	-0.006291	-0.062393	-0.113635	+0.182319
26	-0.084825	-0.000296	-0.124635	+0.209757
27	-0.078648	-0.097394	-0.045589	+0.221631
28	+0.064527	-0.002540	-0.178774	+0.116787
29	-0.076236	-0.038986	+0.052211	+0.063010
30	-0.042836	-0.028317	+0.026032	+0.045122
31	-0.017424	-0.001684	-0.051948	+0.071055
32	+0.018844	+0.015825	+0.041029	-0.075698
33	-0.059432	+0.045006	+0.011557	+0.002869
34	+0.013762	-0.004620	+0.005277	-0.014419
35	+0.038989	+0.001425	+0.009687	-0.050101
36	+0.002260	+0.015984	-0.019709	+0.001465
37	+0.041761	-0.016029	-0.067878	+0.042145
38	+0.028364	-0.005811	-0.048159	+0.025606
39	-0.036972	+0.050976	-0.006904	-0.007100
40	-0.015424	-0.022293	+0.010622	+0.027095
41	+0.015553	+0.036203	-0.046688	-0.005068
42	+0.049667	-0.013294	-0.047269	+0.010896
43	+0.058040	-0.051829	+0.045074	-0.051285
44	+0.019581	+0.040859	-0.121976	+0.061535
45	+0.096157	-0.128196	-0.103350	+0.135389
46	+0.038001	-0.115099	-0.103429	+0.180527
47	-0.040179	+0.011530	-0.055464	+0.084113
48	+0.000417	+0.009325	-0.014738	+0.004996
49	+0.037443	-0.001836	+0.022535	-0.058143
