pos	val_A	val_C	val_G	val_T
0	+0.062821	-0.020589	-0.025572	-0.016660
1	+0.025788	-0.034827	-0.048354	+0.057393
2	-0.001293	+0.044168	-0.039902	-0.002973
3	-0.014925	-0.007566	-0.028534	+0.051025
4	-0.020865	-0.019015	-0.021286	+0.061166
5	-0.036783	-0.004326	+0.046361	-0.005251
6	-0.027423	-0.010641	-0.019701	+0.057765
7	+0.012740	-0.040853	-0.034420	+0.062533
8	+0.066274	-0.037376	-0.018781	-0.010118
9	-0.001610	-0.008614	-0.045353	+0.055577
10	+0.042152	-0.035900	-0.042533	+0.036282
11	-0.034177	-0.015396	-0.033176	+0.082749
12	-0.022738	-0.013349	-0.035361	+0.071448
13	+0.047222	-0.018462	-0.016259	-0.012502
14	-0.021303	+0.033287	-0.044914	+0.032930
15	+0.058537	-0.029888	-0.008290	-0.020359
16	+0.002465	-0.042383	+0.038193	+0.001725
17	+0.093548	-0.071690	-0.054340	+0.032481
18	+0.029843	-0.083195	-0.051196	+0.104549
19	-0.023644	-0.056253	-0.146342	+0.226238
20	+0.033613	-0.104012	-0.155664	+0.226063
21	+0.023385	+0.005458	-0.172122	+0.143280
22	+0.225830	-0.096523	-0.088376	-0.040931
23	-0.034870	+0.043578	-0.132873	+0.124165
24	+0.043724	-0.134180	+0.165247	-0.074791
25	+0.018727	-0.166823	-0.083041	+0.231137
26	-0.064010	-0.045745	-0.131235	+0.240989
27	-0.083634	-0.067253	-0.096311	+0.247197
28	+0.095892	-0.098725	-0.118370	+0.121203
29	-0.126180	-0.041997	+0.168951	-0.000773
30	-0.001180	-0.009742	+0.009316	+0.001606
31	-0.062489	+0.020019	-0.047524	+0.089994
32	-0.003218	+0.068059	+0.012299	-0.077140
33	-0.032514	-0.004163	-0.004680	+0.041356
34	-0.010318	-0.023970	-0.006095	+0.040383
35	+0.009710	-0.025360	-0.020686	+0.036337
36	+0.003604	-0.026473	-0.033485	+0.056354
37	+0.066733	-0.039611	-0.024066	-0.003056
38	-0.006125	-0.018502	-0.015957	+0.040584
39	-0.016723	-0.027454	+0.044446	-0.000269
40	-0.009954	+0.057135	-0.010115	-0.037067
41	+0.032073	-0.019207	-0.034313	+0.021447
42	-0.004917	-0.018966	-0.023603	+0.047486
43	-0.002942	-0.032309	+0.068096	-0.032844
44	+0.003435	+0.048253	-0.046836	-0.004852
45	+0.027455	-0.073298	-0.063858	+0.109702
46	+0.006777	-0.064791	-0.083771	+0.141785
47	-0.016503	-0.011823	-0.081807	+0.110133
48	-0.029366	-0.017793	-0.003552	+0.050712
49	-0.008128	+0.039920	+0.001730	-0.033521
