pos	val_A	val_C	val_G	val_T
87	-0.004804	+0.001773	-0.007621	+0.010652
88	-0.007351	+0.015809	-0.011973	+0.003515
89	+0.008904	-0.001521	-0.002452	-0.004931
90	+0.012206	+0.002614	-0.002616	-0.012204
91	-0.011458	-0.007925	+0.015083	+0.004300
92	-0.003015	+0.001980	-0.001071	+0.002106
93	+0.014993	-0.009077	+0.009842	-0.015757
94	-0.000407	-0.002044	-0.001293	+0.003744
95	+0.021298	-0.012139	+0.004049	-0.013208
96	-0.001249	-0.001128	-0.001856	+0.004233
97	+0.001012	+0.007091	-0.012553	+0.004450
98	+0.031670	-0.008387	-0.011161	-0.012123
99	-0.004028	-0.004914	-0.002078	+0.011019
100	+0.001887	-0.011696	+0.004527	+0.005283
101	+0.007140	-0.001701	+0.005603	-0.011042
102	+0.012154	-0.039052	+0.006012	+0.020887
103	+0.020289	-0.021706	-0.026422	+0.027839
104	+0.029315	-0.054636	-0.045446	+0.070767
105	+0.018041	-0.036676	-0.063454	+0.082088
106	+0.035640	-0.069038	-0.203281	+0.236679
107	+0.075337	-0.099643	-0.213237	+0.237543
108	+0.063361	+0.022028	-0.200406	+0.115017
109	+0.277068	-0.255508	-0.028454	+0.006893
110	-0.049081	+0.083696	-0.121198	+0.086583
111	+0.059042	-0.066330	+0.089818	-0.082530
112	+0.137049	-0.080103	-0.281266	+0.224319
113	-0.031218	+0.017913	-0.183808	+0.197114
114	+0.037338	-0.258974	-0.047361	+0.268997
115	+0.073444	-0.042262	-0.069766	+0.038584
116	-0.118341	-0.068789	+0.147066	+0.040064
117	-0.091997	-0.002253	+0.037722	+0.056528
118	-0.027857	+0.024140	-0.042280	+0.045997
119	+0.005957	+0.025825	+0.014330	-0.046112
120	-0.028092	+0.033724	+0.001365	-0.006997
121	+0.022371	-0.018877	+0.027229	-0.030723
122	+0.037683	-0.018115	+0.012132	-0.031700
123	+0.050434	-0.027887	+0.008991	-0.031538
124	+0.056201	-0.030112	-0.050238	+0.024150
125	+0.031821	-0.024668	-0.032330	+0.025177
126	-0.003369	+0.013738	-0.018012	+0.007643
127	-0.008438	-0.005714	+0.018284	-0.004133
128	-0.018684	+0.018657	-0.022228	+0.022255
129	-0.000565	-0.017925	+0.020569	-0.002079
130	+0.004811	+0.005683	+0.006915	-0.017409
131	+0.000698	+0.013671	-0.028517	+0.014148
132	+0.027892	-0.020344	-0.051199	+0.043650
133	+0.007426	-0.011548	-0.036822	+0.040944
134	-0.002698	+0.004298	-0.048196	+0.046596
135	-0.009683	+0.009290	-0.013491	+0.013884
136	+0.025509	-0.014506	+0.002213	-0.013216
