pos	val_A	val_C	val_G	val_T
0	+0.023812	-0.032868	-0.005304	+0.014360
1	+0.010835	-0.021408	-0.013467	+0.024041
2	+0.014722	+0.000192	-0.025001	+0.010087
3	+0.010718	-0.021607	-0.011065	+0.021953
4	-0.001345	-0.005220	+0.000754	+0.005811
5	+0.012977	-0.015345	+0.021331	-0.018963
6	-0.000413	-0.006405	-0.023514	+0.030332
7	+0.003946	-0.020519	-0.007845	+0.024418
8	+0.027260	-0.020007	-0.018380	+0.011128
9	+0.011419	-0.019641	-0.023538	+0.031761
10	+0.007579	-0.027995	-0.024865	+0.045281
11	-0.012340	-0.007798	-0.021868	+0.042006
12	+0.003931	-0.017727	-0.029474	+0.043269
13	+0.025918	+0.006797	-0.028807	-0.003907
14	+0.004749	+0.023597	-0.046145	+0.017799
15	+0.042215	-0.026729	-0.024663	+0.009176
16	+0.034407	-0.046184	+0.004377	+0.007399
17	+0.083192	-0.082880	-0.024514	+0.024201
18	+0.055313	-0.087582	-0.067890	+0.100159
19	-0.056997	-0.072773	-0.107230	+0.237001
20	-0.040080	-0.051913	-0.114854	+0.206846
21	+0.025512	-0.049393	-0.114095	+0.137976
22	+0.240887	-0.099446	-0.057775	-0.083666
23	-0.056078	+0.068853	-0.136922	+0.124147
24	+0.039032	-0.133144	+0.169188	-0.075076
25	-0.001701	-0.104223	-0.118533	+0.224457
26	-0.069874	-0.088453	-0.094159	+0.252485
27	-0.085632	-0.073639	-0.103530	+0.262801
28	+0.116909	-0.081353	-0.106654	+0.071098
29	-0.228471	-0.083253	+0.256180	+0.055544
30	-0.105543	-0.001638	+0.047639	+0.059542
31	-0.035830	+0.004242	-0.058098	+0.089686
32	-0.001001	+0.041324	+0.014691	-0.055014
33	-0.034868	+0.023682	+0.000993	+0.010193
34	+0.001954	+0.006585	-0.008668	+0.000130
35	+0.027228	-0.010237	+0.007052	-0.024043
36	+0.000730	-0.014217	-0.006370	+0.019857
37	+0.037267	-0.031742	-0.021335	+0.015811
38	+0.015930	-0.007057	-0.031102	+0.022228
39	-0.018791	+0.010238	+0.005381	+0.003173
40	-0.008542	+0.030519	-0.003178	-0.018799
41	+0.004190	+0.001218	-0.003596	-0.001812
42	+0.001495	+0.004612	-0.014547	+0.008439
43	+0.037127	-0.052099	+0.069564	-0.054593
44	-0.017316	+0.020340	-0.033901	+0.030877
45	+0.079211	-0.116418	-0.069163	+0.106370
46	-0.036156	-0.057774	-0.069390	+0.163320
47	-0.013819	+0.004773	-0.114938	+0.123983
48	-0.001254	+0.005577	-0.021064	+0.016741
49	+0.026068	-0.002602	-0.000636	-0.022829
