pos	val_A	val_C	val_G	val_T
0	+0.003938	-0.019978	-0.003499	+0.019539
1	+0.017063	-0.017035	-0.006846	+0.006819
2	+0.020011	-0.013192	-0.014178	+0.007359
3	+0.001739	-0.006003	-0.001694	+0.005957
4	-0.003242	-0.002740	+0.000302	+0.005680
5	+0.016863	-0.008290	-0.005503	-0.003070
6	+0.005506	-0.011249	-0.006970	+0.012713
7	+0.018282	-0.007646	-0.016107	+0.005471
8	+0.006337	-0.015554	+0.013424	-0.004207
9	+0.029210	-0.030113	-0.007002	+0.007904
10	-0.010571	-0.002369	-0.016038	+0.028978
11	-0.009691	-0.001314	-0.006861	+0.017866
12	+0.011662	-0.018278	-0.017322	+0.023938
13	+0.012551	-0.009354	-0.012587	+0.009391
14	-0.002878	+0.002315	-0.003337	+0.003900
15	+0.021994	-0.010477	+0.000613	-0.012129
16	+0.029930	-0.031747	-0.012650	+0.014467
17	+0.073794	-0.090718	-0.003317	+0.020241
18	+0.079956	-0.119209	-0.038081	+0.077334
19	-0.045967	-0.096599	-0.099408	+0.241974
20	-0.004368	-0.102079	-0.128616	+0.235063
21	+0.044447	-0.036046	-0.148436	+0.140036
22	+0.265819	-0.118654	-0.051485	-0.095680
23	-0.058505	+0.070907	-0.129971	+0.117569
24	+0.043461	-0.150797	+0.169991	-0.062655
25	+0.021311	-0.133335	-0.125417	+0.237441
26	-0.039020	-0.123454	-0.087229	+0.249703
27	-0.076563	-0.122532	-0.055537	+0.254632
28	+0.108822	-0.096686	-0.090813	+0.078676
29	-0.161096	-0.096157	+0.222380	+0.034873
30	-0.159526	+0.007238	+0.069888	+0.082400
31	-0.064531	+0.023589	-0.023568	+0.064510
32	-0.006864	+0.041715	+0.017973	-0.052823
33	-0.031114	+0.034297	+0.007597	-0.010781
34	+0.016060	-0.002368	+0.012071	-0.025763
35	+0.040938	-0.005783	+0.021370	-0.056525
36	+0.019104	-0.018249	+0.001489	-0.002344
37	+0.018571	-0.021429	-0.031328	+0.034186
38	+0.009354	-0.012715	+0.000531	+0.002831
39	-0.006028	+0.011472	-0.018946	+0.013501
40	-0.010904	+0.007130	+0.003573	+0.000201
41	-0.000522	+0.015070	+0.000819	-0.015367
42	+0.021827	+0.003048	-0.009794	-0.015081
43	+0.029436	-0.033364	+0.041457	-0.037529
44	+0.000953	+0.027565	-0.074049	+0.045532
45	+0.082929	-0.113148	-0.067234	+0.097453
46	-0.017773	-0.068963	-0.055161	+0.141897
47	-0.036315	+0.016437	-0.064958	+0.084836
48	+0.009724	+0.011396	-0.024926	+0.003806
49	+0.016809	-0.011591	+0.024845	-0.030063
