pos	val_A	val_C	val_G	val_T
0	+0.021646	-0.013063	-0.008587	+0.000005
1	+0.004442	-0.006415	-0.020408	+0.022382
2	+0.030196	+0.005997	-0.029229	-0.006964
3	+0.019789	-0.020995	-0.019480	+0.020687
4	-0.013715	-0.003575	-0.002483	+0.019772
5	+0.003255	-0.017626	+0.008276	+0.006095
6	-0.006971	-0.003402	-0.016677	+0.027049
7	+0.025341	-0.024305	-0.025967	+0.024932
8	+0.022419	+0.011504	-0.030638	-0.003285
9	+0.018336	-0.020246	-0.030910	+0.032820
10	+0.002619	-0.021699	-0.023984	+0.043063
11	-0.012660	-0.004410	-0.023532	+0.040603
12	+0.004558	-0.031187	-0.011152	+0.037781
13	+0.020913	-0.000952	-0.022582	+0.002620
14	-0.007870	+0.018796	-0.030075	+0.019149
15	+0.048692	-0.020111	-0.009961	-0.018620
16	+0.041698	-0.053562	+0.014022	-0.002159
17	+0.089096	-0.142846	-0.011187	+0.064936
18	+0.066862	-0.112777	-0.052168	+0.098084
19	-0.088532	-0.098243	-0.061156	+0.247932
20	+0.019845	-0.111476	-0.118188	+0.209819
21	+0.056452	-0.044632	-0.170504	+0.158684
22	+0.218709	-0.083741	-0.048593	-0.086375
23	-0.087073	+0.085834	-0.135662	+0.136901
24	+0.028270	-0.106453	+0.145240	-0.067057
25	+0.015006	-0.101705	-0.157023	+0.243722
26	-0.065430	-0.053487	-0.131932	+0.250848
27	-0.110695	-0.017433	-0.141244	+0.269372
28	+0.121099	-0.082693	-0.094977	+0.056571
29	-0.071000	-0.093472	+0.202571	-0.038099
30	-0.111007	-0.007446	+0.058381	+0.060073
31	-0.070298	+0.016715	-0.039817	+0.093400
32	+0.010662	+0.040535	+0.013760	-0.064957
33	-0.031107	+0.023669	+0.000592	+0.006846
34	+0.002095	-0.006826	+0.005619	-0.000888
35	+0.029286	-0.015594	+0.016325	-0.030017
36	+0.010596	-0.026489	-0.003295	+0.019188
37	+0.041898	-0.017007	-0.036807	+0.011915
38	+0.016781	-0.007360	-0.030812	+0.021391
39	-0.009898	+0.004437	+0.000310	+0.005150
40	-0.023625	+0.026107	+0.002752	-0.005234
41	-0.005543	-0.000705	+0.001875	+0.004374
42	+0.015255	-0.003344	-0.023404	+0.011493
43	+0.026350	-0.047930	+0.056124	-0.034544
44	+0.011159	+0.039076	-0.060671	+0.010435
45	+0.060899	-0.120247	-0.049595	+0.108943
46	-0.047527	-0.062032	-0.055964	+0.165523
47	-0.034970	-0.005364	-0.080373	+0.120708
48	-0.006191	+0.012887	-0.031186	+0.024490
49	+0.016042	-0.004718	+0.006989	-0.018313
