pos	val_A	val_C	val_G	val_T
87	-0.004930	-0.006460	-0.041176	+0.052566
88	+0.008394	-0.017700	-0.007054	+0.016360
89	-0.017219	+0.021425	-0.024318	+0.020112
90	-0.013243	-0.000579	+0.074855	-0.061033
91	+0.023580	-0.019716	+0.009829	-0.013693
92	+0.027682	-0.032489	+0.020684	-0.015877
93	+0.008114	-0.009370	+0.013265	-0.012009
94	-0.015409	+0.027609	-0.089211	+0.077011
95	+0.069235	-0.016341	-0.033529	-0.019365
96	-0.007784	+0.002797	-0.012801	+0.017789
97	-0.006441	-0.005956	+0.003963	+0.008434
98	+0.060490	-0.034540	-0.027998	+0.002049
99	-0.029429	+0.013566	-0.029833	+0.045695
100	+0.001262	+0.020595	-0.019636	-0.002221
101	+0.053865	-0.044508	-0.006562	-0.002795
102	+0.044239	+0.021663	-0.033745	-0.032158
103	+0.045538	-0.035402	-0.060893	+0.050757
104	+0.057087	-0.087447	-0.067125	+0.097485
105	+0.041948	-0.102368	-0.083683	+0.144103
106	+0.017728	-0.117062	-0.118287	+0.217622
107	+0.041493	-0.107969	-0.179393	+0.245869
108	-0.005997	+0.002418	-0.158003	+0.161582
109	+0.284963	-0.181282	-0.081678	-0.022004
110	+0.000322	+0.070113	-0.164729	+0.094294
111	+0.029180	-0.081444	+0.077679	-0.025415
112	+0.102146	-0.117778	-0.184604	+0.200236
113	-0.027097	-0.064198	-0.130273	+0.221568
114	+0.022410	-0.163787	-0.084501	+0.225878
115	+0.087254	-0.106879	-0.047764	+0.067390
116	-0.090633	-0.094658	+0.160857	+0.024433
117	-0.057354	-0.050232	+0.035287	+0.072300
118	-0.082753	-0.008422	+0.040302	+0.050872
119	-0.028441	+0.023160	+0.015881	-0.010600
120	-0.003383	+0.004253	-0.026955	+0.026086
121	+0.021294	-0.035922	+0.069641	-0.055013
122	+0.028150	+0.007501	-0.002357	-0.033293
123	+0.081634	+0.009498	-0.093947	+0.002815
124	+0.108935	-0.032879	-0.087336	+0.011280
125	+0.056060	-0.027730	-0.035380	+0.007050
126	-0.001505	+0.003913	-0.039108	+0.036699
127	-0.017750	-0.029447	+0.012043	+0.035154
128	+0.008248	+0.029301	-0.037141	-0.000407
129	-0.014037	+0.003045	+0.024030	-0.013038
130	-0.001348	-0.036943	+0.036437	+0.001854
131	+0.003598	+0.050119	-0.065307	+0.011590
132	+0.050384	-0.040790	-0.069599	+0.060005
133	-0.022450	+0.014901	-0.053706	+0.061255
134	+0.012636	+0.004259	-0.056681	+0.039786
135	+0.004158	+0.011953	+0.001276	-0.017387
136	+0.049305	+0.007988	-0.058741	+0.001448
