pos	val_A	val_C	val_G	val_T
0	-0.003582	-0.022942	-0.027625	+0.054149
1	+0.031828	-0.020290	-0.018616	+0.007078
2	+0.009527	-0.029449	-0.026086	+0.046008
3	-0.003951	-0.027431	+0.028751	+0.002631
4	+0.028837	-0.030563	+0.000060	+0.001666
5	-0.007482	+0.005538	-0.009926	+0.011871
6	+0.013521	-0.009256	-0.015213	+0.010947
7	+0.009189	-0.002379	-0.019324	+0.012514
8	+0.006943	-0.021928	-0.011360	+0.026345
9	-0.003396	+0.003812	-0.019030	+0.018614
10	+0.001210	-0.003745	-0.027724	+0.030260
11	+0.012970	-0.000984	-0.042311	+0.030326
12	-0.001596	-0.023655	-0.002962	+0.028213
13	+0.017246	-0.001951	-0.014860	-0.000435
14	-0.017469	+0.005693	-0.004777	+0.016553
15	+0.035215	-0.018333	-0.033667	+0.016785
16	+0.041755	-0.056911	-0.009639	+0.024796
17	+0.068226	-0.065062	-0.059029	+0.055866
18	+0.072073	-0.106187	-0.055029	+0.089143
19	-0.073082	-0.071864	-0.097136	+0.242082
20	+0.015911	-0.091869	-0.172271	+0.248229
21	+0.063140	-0.047844	-0.144296	+0.129000
22	+0.229560	-0.051542	-0.103226	-0.074792
23	-0.106116	+0.051749	-0.082802	+0.137170
24	+0.077223	-0.065730	+0.161999	-0.173493
25	-0.022194	-0.140483	-0.064596	+0.227273
26	-0.062341	-0.065407	-0.113430	+0.241179
27	-0.071105	-0.152281	-0.033294	+0.256681
28	+0.107003	-0.092949	-0.076944	+0.062889
29	-0.156403	-0.064743	+0.195493	+0.025653
30	-0.146445	-0.020934	+0.077408	+0.089971
31	-0.068935	+0.034365	-0.036342	+0.070912
32	+0.002303	+0.034061	+0.037582	-0.073946
33	-0.028226	+0.039450	-0.013461	+0.002237
34	+0.007401	-0.004326	+0.015501	-0.018575
35	+0.037008	+0.001624	+0.019604	-0.058236
36	+0.022979	-0.019145	-0.014162	+0.010328
37	+0.033318	-0.021243	-0.057746	+0.045671
38	+0.021442	-0.009109	-0.020571	+0.008238
39	-0.003082	+0.015816	-0.014516	+0.001782
40	+0.008359	-0.012296	-0.003883	+0.007820
41	+0.019868	+0.003205	-0.000338	-0.022735
42	+0.011786	+0.018726	-0.007887	-0.022625
43	+0.036634	-0.051304	+0.033778	-0.019108
44	-0.023908	-0.003509	-0.017057	+0.044474
45	+0.078410	-0.098790	-0.071232	+0.091612
46	+0.015114	-0.097599	-0.081559	+0.164045
47	-0.052348	+0.018738	-0.050418	+0.084028
48	+0.008876	+0.011935	-0.043216	+0.022405
49	+0.038827	-0.019275	+0.016192	-0.035744
