pos	val_A	val_C	val_G	val_T
0	+0.002469	-0.001036	-0.003708	+0.002275
1	+0.007381	-0.005650	-0.015558	+0.013826
2	+0.014453	+0.003904	-0.021966	+0.003609
3	+0.008273	+0.001353	-0.020433	+0.010806
4	-0.011341	+0.006184	-0.003911	+0.009068
5	+0.004053	+0.003079	-0.004888	-0.002244
6	+0.005728	+0.001864	-0.021253	+0.013661
7	+0.011780	-0.015379	+0.007589	-0.003990
8	+0.008110	-0.001218	-0.011522	+0.004631
9	+0.012078	-0.006885	-0.010435	+0.005242
10	-0.001459	-0.009289	-0.013092	+0.023841
11	+0.001275	+0.002962	-0.028584	+0.024347
12	-0.006678	+0.006609	-0.021012	+0.021081
13	+0.013946	-0.004486	-0.011632	+0.002171
14	+0.011663	-0.011108	-0.004900	+0.004346
15	+0.017222	-0.023598	+0.001684	+0.004693
16	+0.050352	-0.050340	-0.007449	+0.007437
17	+0.095869	-0.077153	-0.063126	+0.044410
18	+0.100820	-0.123546	-0.083651	+0.106377
19	-0.108918	-0.065495	-0.068782	+0.243195
20	-0.079478	-0.050385	-0.066855	+0.196718
21	+0.042631	-0.082370	-0.101486	+0.141225
22	+0.217198	-0.057290	-0.131302	-0.028605
23	-0.106358	+0.042995	-0.065828	+0.129191
24	+0.027398	-0.108724	+0.136311	-0.054986
25	-0.098509	-0.118320	-0.034409	+0.251238
26	-0.134355	-0.028237	-0.070877	+0.233469
27	-0.059775	-0.067432	-0.035235	+0.162443
28	+0.102125	-0.139204	-0.080882	+0.117961
29	-0.142390	-0.072934	+0.218801	-0.003477
30	-0.226773	+0.004061	+0.094492	+0.128220
31	-0.084143	+0.032069	-0.057191	+0.109265
32	+0.025555	+0.043666	+0.024511	-0.093731
33	-0.068523	+0.063965	+0.008834	-0.004277
34	+0.018431	-0.010026	+0.033356	-0.041761
35	+0.056765	-0.004918	+0.038736	-0.090582
36	+0.026273	-0.027386	+0.012150	-0.011037
37	+0.040428	-0.050019	-0.048706	+0.058297
38	+0.021743	+0.007544	-0.037744	+0.008457
39	-0.019944	+0.022161	-0.008085	+0.005868
40	+0.017120	+0.003764	-0.010917	-0.009967
41	-0.010665	+0.020307	+0.010952	-0.020594
42	+0.047410	-0.018762	-0.023796	-0.004852
43	+0.045347	-0.061312	+0.053732	-0.037767
44	+0.001381	+0.026730	-0.074865	+0.046753
45	+0.078805	-0.132262	-0.062305	+0.115763
46	-0.048219	-0.083249	-0.038988	+0.170456
47	-0.038869	-0.035733	-0.038069	+0.112671
48	-0.002770	+0.045252	-0.037055	-0.005427
49	+0.050530	-0.041022	+0.054210	-0.063718
