pos	val_A	val_C	val_G	val_T
0	+0.026853	-0.001966	-0.015003	-0.009884
1	+0.015118	-0.021334	-0.029398	+0.035614
2	+0.028260	+0.006242	-0.034670	+0.000168
3	-0.003318	-0.002088	-0.009741	+0.015148
4	-0.002307	-0.009058	-0.006511	+0.017876
5	-0.008157	-0.008473	+0.013740	+0.002890
6	-0.004552	-0.000420	-0.021488	+0.026460
7	+0.005434	-0.020484	-0.002126	+0.017175
8	+0.025572	-0.014115	-0.002038	-0.009419
9	+0.011925	-0.016057	-0.023131	+0.027264
10	-0.002601	-0.017466	-0.017345	+0.037412
11	-0.017273	-0.014550	-0.000492	+0.032315
12	+0.010290	-0.031371	-0.010313	+0.031394
13	+0.024077	-0.002398	-0.040207	+0.018528
14	+0.019759	+0.017411	-0.014246	-0.022924
15	+0.037287	-0.018974	+0.009996	-0.028310
16	+0.027216	-0.043601	+0.012904	+0.003481
17	+0.087459	-0.056291	-0.033010	+0.001842
18	+0.059888	-0.125070	-0.037761	+0.102943
19	-0.091369	-0.018414	-0.143689	+0.253472
20	-0.011145	-0.119763	-0.157840	+0.288748
21	+0.023115	-0.071403	-0.103745	+0.152033
22	+0.230170	-0.052683	-0.079407	-0.098079
23	-0.065379	+0.064427	-0.131458	+0.132410
24	+0.057691	-0.116940	+0.167360	-0.108111
25	-0.035681	-0.087819	-0.078023	+0.201524
26	-0.104606	-0.045265	-0.113829	+0.263700
27	-0.109080	-0.113877	-0.015847	+0.238804
28	+0.121612	-0.101622	-0.096673	+0.076683
29	-0.134621	-0.063958	+0.210947	-0.012368
30	-0.115927	+0.018699	+0.029761	+0.067467
31	-0.072352	-0.004689	-0.004915	+0.081956
32	-0.037235	+0.031855	+0.006964	-0.001584
33	-0.043414	+0.024966	+0.007248	+0.011201
34	+0.005445	-0.007052	-0.003442	+0.005049
35	+0.043221	-0.019278	-0.004688	-0.019255
36	+0.023747	-0.018067	-0.021045	+0.015366
37	+0.053122	-0.039509	-0.041841	+0.028228
38	+0.000676	-0.018413	-0.008086	+0.025823
39	-0.010304	-0.003725	+0.006527	+0.007503
40	-0.014577	+0.026718	-0.028891	+0.016750
41	-0.001841	-0.008298	-0.000295	+0.010434
42	+0.025447	-0.005635	-0.034645	+0.014833
43	+0.046840	-0.041502	+0.060021	-0.065359
44	-0.014822	+0.031719	-0.050179	+0.033281
45	+0.079566	-0.111833	-0.072509	+0.104776
46	-0.045638	-0.059040	-0.054030	+0.158708
47	-0.017107	-0.004214	-0.085099	+0.106419
48	-0.011829	+0.008181	-0.021015	+0.024663
49	+0.012606	+0.001613	+0.032035	-0.046254
