pos	val_A	val_C	val_G	val_T
0	+0.005396	-0.018847	-0.006039	+0.019490
1	+0.028119	-0.018711	-0.023409	+0.014001
2	+0.028999	-0.021766	-0.018847	+0.011613
3	+0.004364	-0.009141	+0.000920	+0.003857
4	-0.008150	+0.007631	-0.005629	+0.006148
5	+0.009019	+0.000557	+0.002814	-0.012390
6	+0.011469	-0.011660	-0.013124	+0.013315
7	+0.014923	-0.026962	+0.009840	+0.002199
8	+0.015890	-0.016732	-0.020855	+0.021697
9	+0.023222	-0.020529	-0.023064	+0.020371
10	-0.003841	-0.008675	-0.012261	+0.024777
11	+0.002588	-0.003148	-0.023738	+0.024298
12	-0.010294	-0.010735	-0.005392	+0.026421
13	-0.002316	+0.002133	-0.001155	+0.001338
14	+0.040759	-0.001504	-0.029937	-0.009319
15	+0.029499	-0.016437	-0.019819	+0.006757
16	+0.051373	-0.040361	-0.003897	-0.007115
17	+0.070513	-0.086637	-0.042844	+0.058968
18	+0.056164	-0.115132	-0.020983	+0.079951
19	-0.025278	-0.143606	-0.082800	+0.251683
20	-0.005707	-0.112130	-0.089480	+0.207317
21	+0.061847	-0.062806	-0.127891	+0.128851
22	+0.251321	-0.108458	-0.110197	-0.032667
23	-0.056411	+0.067685	-0.136967	+0.125693
24	+0.071699	-0.154018	+0.172412	-0.090093
25	-0.036376	-0.140533	-0.033559	+0.210468
26	-0.069755	-0.036205	-0.142274	+0.248234
27	-0.101270	-0.030477	-0.158401	+0.290148
28	+0.095779	-0.080509	-0.086644	+0.071374
29	-0.132373	-0.112837	+0.206132	+0.039078
30	-0.138919	+0.018533	+0.058255	+0.062131
31	-0.065074	+0.021559	-0.028017	+0.071532
32	+0.005279	+0.035994	+0.008760	-0.050033
33	-0.043449	+0.043089	+0.008431	-0.008071
34	+0.022239	-0.015278	+0.020894	-0.027855
35	+0.042359	-0.003981	+0.017775	-0.056153
36	+0.015359	-0.015071	+0.004641	-0.004929
37	+0.033110	-0.013224	-0.042101	+0.022215
38	+0.010040	-0.001691	-0.021805	+0.013456
39	-0.025861	+0.021656	-0.011298	+0.015502
40	+0.011402	+0.005091	-0.017038	+0.000545
41	+0.011140	+0.018624	-0.009933	-0.019832
42	+0.031808	+0.001015	-0.019151	-0.013673
43	+0.038953	-0.047068	+0.037371	-0.029256
44	+0.035928	+0.025623	-0.097000	+0.035448
45	+0.068184	-0.123289	-0.042882	+0.097987
46	+0.018855	-0.090595	-0.074332	+0.146072
47	-0.027266	-0.003700	-0.062695	+0.093661
48	-0.002218	+0.004664	-0.008444	+0.005998
49	+0.012654	-0.015524	+0.055240	-0.052369
