pos	val_A	val_C	val_G	val_T
0	+0.040136	+0.054961	-0.044330	-0.050767
1	-0.001372	+0.003054	-0.028530	+0.026848
2	-0.003901	-0.035312	+0.000628	+0.038584
3	-0.004378	-0.002750	-0.006883	+0.014010
4	-0.007720	+0.007324	-0.009702	+0.010099
5	+0.013881	-0.046374	+0.014288	+0.018205
6	-0.031614	+0.000762	+0.001050	+0.029803
7	+0.022248	-0.024783	-0.008045	+0.010580
8	+0.011905	-0.048095	+0.031077	+0.005114
9	-0.000889	-0.013692	-0.001392	+0.015973
10	-0.034434	+0.029875	-0.039598	+0.044157
11	-0.020515	-0.004389	-0.026330	+0.051234
12	-0.021321	-0.013006	+0.004437	+0.029890
13	-0.005762	-0.002867	+0.005770	+0.002858
14	+0.008138	+0.018934	+0.000731	-0.027803
15	+0.044878	-0.077250	+0.005111	+0.027260
16	+0.045287	-0.038323	+0.015096	-0.022060
17	+0.080261	-0.120872	+0.005464	+0.035148
18	+0.091955	-0.132122	-0.058631	+0.098798
19	-0.056014	-0.075651	-0.093252	+0.224916
20	-0.064375	-0.159615	+0.022432	+0.201558
21	+0.005345	-0.082190	-0.035700	+0.112545
22	+0.145951	-0.015791	-0.047877	-0.082283
23	-0.088168	+0.083494	-0.148491	+0.153164
24	-0.028493	-0.049583	+0.161282	-0.083206
25	-0.120301	-0.076364	-0.005395	+0.202060
26	-0.146373	-0.045198	-0.019436	+0.211008
27	-0.058231	-0.120576	+0.009349	+0.169458
28	+0.047404	-0.068016	-0.082442	+0.103054
29	-0.120192	-0.110694	+0.110742	+0.120144
30	-0.154659	-0.059828	+0.118598	+0.095889
31	-0.043783	+0.031035	-0.105416	+0.118164
32	+0.029270	+0.038793	+0.013748	-0.081812
33	-0.108949	+0.070614	+0.017877	+0.020457
34	-0.008301	-0.044882	+0.074621	-0.021438
35	+0.058569	-0.007162	+0.033790	-0.085198
36	+0.046615	-0.066401	+0.004413	+0.015372
37	+0.057341	-0.063043	+0.014410	-0.008707
38	+0.022950	-0.031938	+0.005540	+0.003449
39	-0.027235	+0.016303	+0.006876	+0.004056
40	-0.021609	-0.005999	+0.028171	-0.000562
41	+0.000458	+0.028226	-0.016040	-0.012645
42	+0.052129	-0.028618	-0.045293	+0.021782
43	+0.067732	-0.075705	+0.082194	-0.074221
44	-0.017834	+0.052109	-0.074955	+0.040680
45	+0.073670	-0.111521	-0.077021	+0.114872
46	-0.093623	-0.005794	-0.105489	+0.204906
47	-0.049513	-0.018106	-0.087264	+0.154883
48	-0.032937	+0.055158	-0.008919	-0.013302
49	+0.074315	-0.046910	+0.083637	-0.111042
